agency,agencyId,title,deadline,reference,budget,details,keywords
nsf,nsf16580,NSF 16 580 Secure and Trustworthy Cyberspace SaTC,,https://www.nsf.gov/pubs/2016/nsf16580/nsf16580.htm,"68,300,000",In today s increasingly networked distributed and asynchronous world cybersecurity involves hardware software networks data people and integration with the physical world . Society s overwhelming reliance on this complex cyberspace has however exposed its fragility and vulnerabilities corporations agencies national infrastructure and individuals have been victims of cyber attacks . Achieving a truly secure cyberspace requires addressing both challenging scientific and engineering problems involving many components of a system and vulnerabilities that arise from human behaviors and choices . Examining the fundamentals of security and privacy as a multidisciplinary subject can lead to fundamentally new ways to design build and operate cyber systems protect existing infrastructure and motivate and educate individuals about cybersecurity . The goals of the Secure and Trustworthy Cyberspace SaTC program are aligned with the Federal Cybersecurity Research and Development Strategic Plan RDSP and the National Privacy Research Strategy NPRS to protect and preserve the growing social and economic benefits of cyber systems while ensuring security and privacy . The RDSP identified six areas critical to successful cybersecurity R D 1 scientific foundations 2 risk management 3 human aspects 4 transitioning successful research into practice 5 workforce development and 6 enhancing the research infrastructure . The NPRS which complements the RDSP identifies a framework for privacy research anchored in characterizing privacy expectations understanding privacy violations engineering privacy protecting systems and recovering from privacy violations . In alignment with the objectives in both strategic plans the SaTC program takes an interdisciplinary comprehensive and holistic approach to cybersecurity research development and education and encourages the transition of promising research ideas into practice . The SaTC program welcomes proposals that address cybersecurity and privacy and draw on expertise in one or more of these areas computing communication and information sciences engineering economics education mathematics statistics and social and behavioral sciences . Proposals that advance the field of cybersecurity and privacy within a single discipline or interdisciplinary efforts that span multiple disciplines are both encouraged . Proposals may be submitted in one of the following three project size classes Small projects up to 500 000 in total budget with durations of up to three years Medium projects 500 001 to 1 200 000 in total budget with durations of up to four years Large projects 1 200 001 to 3 000 000 in total budget with durations of up to five years . In addition to the project size classes proposals must be submitted pursuant to one of the following designations each of which may have additional restrictions and administrative obligations as specified in this program solicitation . CORE The main focus of the SaTC research program spanning the interests of NSF s Directorates for Computer and Information Science and Engineering CISE Engineering ENG Mathematical and Physical Sciences MPS and Social Behavioral and Economic Sciences SBE . Interdisciplinary proposals are welcomed to CORE . EDU The Education EDU designation will be used to label proposals focusing entirely on cybersecurity education . Note that proposals that are designated as EDU have budgets limited to 300 000 and durations of up to two years . STARSS The Secure Trustworthy Assured and Resilient Semiconductors and Systems STARSS designation will be used to label proposals that are submitted to the joint program focused on hardware security with the Semiconductor Research Corporation SRC . The STARSS designation may only be used for Small proposals . This designation has additional administrative obligations . TTP The Transition to Practice TTP designation will be used to label proposals that are focused exclusively on transitioning existing research results to practice . The TTP designation may only be used for Small and Medium proposals .,"[""proposals"",""research"",""privacy""]"
nsf,nsf17576,NSF 17 576 Secure and Trustworthy Cyberspace SaTC,,https://www.nsf.gov/pubs/2017/nsf17576/nsf17576.htm,"68,000,000",In today s increasingly networked distributed and asynchronous world cybersecurity involves hardware software networks data people and integration with the physical world . However society s overwhelming reliance on this complex cyberspace has exposed its fragility and vulnerabilities corporations agencies national infrastructure and individuals have been victims of cyber attacks . Achieving a truly secure cyberspace requires addressing both challenging scientific and engineering problems involving many components of a system and vulnerabilities that arise from human behaviors and choices . Examining the fundamentals of security and privacy as a multidisciplinary subject can lead to fundamentally new ways to design build and operate cyber systems protect existing infrastructure and motivate and educate individuals about cybersecurity . The goals of the Secure and Trustworthy Cyberspace SaTC program are aligned with the Federal Cybersecurity Research and Development Strategic Plan RDSP and the National Privacy Research Strategy NPRS to protect and preserve the growing social and economic benefits of cyber systems while ensuring security and privacy . The RDSP identified six areas critical to successful cybersecurity R D 1 scientific foundations 2 risk management 3 human aspects 4 transitioning successful research into practice 5 workforce development and 6 enhancing the research infrastructure . The NPRS which complements the RDSP identifies a framework for privacy research anchored in characterizing privacy expectations understanding privacy violations engineering privacy protecting systems and recovering from privacy violations . In alignment with the objectives in both strategic plans the SaTC program takes an interdisciplinary comprehensive and holistic approach to cybersecurity research development and education and encourages the transition of promising research ideas into practice . The SaTC program welcomes proposals that address cybersecurity and privacy and draw on expertise in one or more of these areas computing communication and information sciences engineering economics education mathematics statistics and social and behavioral sciences . Proposals that advance the field of cybersecurity and privacy within a single discipline or interdisciplinary efforts that span multiple disciplines are both encouraged . Proposals may be submitted in one of the following three project size classes Small projects up to 500 000 in total budget with durations of up to three years Medium projects 500 001 to 1 200 000 in total budget with durations of up to four years Frontier projects 5 000 000 to 10 000 000 in total budget with durations of up to five years . In addition to the project size classes proposals must be submitted pursuant to one of the following designations each of which may have additional restrictions and administrative obligations as specified in this program solicitation . CORE This designation is the main focus of the SaTC research program spanning the interests of NSF s Directorates for Computer and Information Science and Engineering CISE Engineering ENG Mathematical and Physical Sciences MPS and Social Behavioral and Economic Sciences SBE . Interdisciplinary proposals are welcomed to CORE . EDU The Education EDU designation will be used to label proposals focusing entirely on cybersecurity education . Note that proposals that are designated as EDU have budgets limited to 300 000 and durations of up to two years . STARSS The Secure Trustworthy Assured and Resilient Semiconductors and Systems STARSS designation will be used to label proposals that are submitted to the joint program focused on hardware security with the Semiconductor Research Corporation SRC . The STARSS designation may only be used for Small proposals . This designation has additional administrative obligations . TTP The Transition to Practice TTP designation will be used to label proposals that are focused exclusively on transitioning existing research results to practice . The TTP designation may only be used for Small and Medium proposals .,"[""proposals"",""privacy"",""designation"",""research"",""cybersecurity""]"
nsf,nsf18572,NSF 18 572 Secure and Trustworthy Cyberspace SaTC,satc ; 2019 ; 2020,https://www.nsf.gov/pubs/2018/nsf18572/nsf18572.htm,"68,000,000",In today s increasingly networked distributed and asynchronous world cybersecurity involves hardware software networks data people and integration with the physical world . Society s overwhelming reliance on this complex cyberspace however has exposed its fragility and vulnerabilities that defy existing cyber defence measures corporations agencies national infrastructure and individuals continue to suffer cyber attacks . Achieving a truly secure cyberspace requires addressing both challenging scientific and engineering problems involving many components of a system and vulnerabilities that stem from human behaviors and choices . Examining the fundamentals of security and privacy as a multidisciplinary subject can lead to fundamentally new ways to design build and operate cyber systems protect existing infrastructure and motivate and educate individuals about cybersecurity . The goals of the SaTC program are aligned with the Federal Cybersecurity Research and Development Strategic Plan RDSP and the National Privacy Research Strategy NPRS to protect and preserve the growing social and economic benefits of cyber systems while ensuring security and privacy . The RDSP identified six areas critical to successful cybersecurity research and development 1 scientific foundations 2 risk management 3 human aspects 4 transitioning successful research into practice 5 workforce development and 6 enhancing the research infrastructure . The NPRS which complements the RDSP identifies a framework for privacy research anchored in characterizing privacy expectations understanding privacy violations engineering privacy protecting systems and recovering from privacy violations . In alignment with the objectives in both strategic plans the SaTC program takes an interdisciplinary comprehensive and holistic approach to cybersecurity research development and education and encourages the transition of promising research ideas into practice . The SaTC program welcomes proposals that address cybersecurity and privacy and draw on expertise in one or more of these areas computing communication and information sciences engineering economics education mathematics statistics and social and behavioral sciences . Proposals that advance the field of cybersecurity and privacy within a single discipline or interdisciplinary efforts that span multiple disciplines are both encouraged . Proposals must be submitted pursuant to one of the following designations each of which may have additional restrictions and administrative obligations as specified in this program solicitation . CORE This designation is the main focus of the SaTC research program spanning the interests of NSF s Directorates for Computer and Information Science and Engineering CISE Engineering ENG Mathematical and Physical Sciences MPS and Social Behavioral and Economic Sciences SBE . EDU The Education EDU designation will be used to label proposals focusing entirely on cybersecurity education . TTP The Transition to Practice TTP designation will be used to label proposals that are focused exclusively on transitioning existing research results to practice . CORE and TTP proposals may be submitted in one of the following project size classes Small projects up to 500 000 in total budget with durations of up to three years Medium projects 500 001 to 1 200 000 in total budget with durations of up to four years EDU proposals are limited to 500 000 in total budget with durations of up to three years .,"[""research"",""privacy"",""cybersecurity""]"
nsf,nsf19603,NSF 19 603 Secure and Trustworthy Cyberspace SaTC,2019-2-25,https://www.nsf.gov/pubs/2019/nsf19603/nsf19603.htm,"53,000,000",In today s increasingly networked distributed and asynchronous world cybersecurity involves hardware software networks data people and integration with the physical world . Society s overwhelming reliance on this complex cyberspace however has exposed its fragility and vulnerabilities that defy existing cyber defense measures corporations agencies national infrastructure and individuals continue to suffer cyber attacks . Achieving a truly secure cyberspace requires addressing both challenging scientific and engineering problems involving many components of a system and vulnerabilities that stem from human behaviors and choices . Examining the fundamentals of security and privacy as a multidisciplinary subject can lead to fundamentally new ways to design build and operate cyber systems protect existing infrastructure and motivate and educate individuals about cybersecurity . The goals of the SaTC program are aligned with the National Science and Technology Council s NSTC Federal Cybersecurity Research and Development Strategic Plan RDSP and National Privacy Research Strategy NPRS to protect and preserve the growing social and economic benefits of cyber systems while ensuring security and privacy . The RDSP identified six areas critical to successful cybersecurity research and development 1 scientific foundations 2 risk management 3 human aspects 4 transitioning successful research into practice 5 workforce development and 6 enhancing the research infrastructure . The NPRS which complements the RDSP identifies a framework for privacy research anchored in characterizing privacy expectations understanding privacy violations engineering privacy protecting systems and recovering from privacy violations . In alignment with the objectives in both strategic plans the SaTC program takes an interdisciplinary comprehensive and holistic approach to cybersecurity research development and education and encourages the transition of promising research ideas into practice . The SaTC program welcomes proposals that address cybersecurity and privacy and draw on expertise in one or more of these areas computing communication and information sciences engineering education mathematics statistics and social behavioral and economic sciences . Proposals that advance the field of cybersecurity and privacy within a single discipline or interdisciplinary efforts that span multiple disciplines are each welcome . Proposals must be submitted pursuant to one of the following designations each of which may have additional restrictions and administrative obligations as specified in this program solicitation . CORE This designation is the main focus of the SaTC research program spanning the interests of NSF s Directorates for Computer and Information Science and Engineering CISE Engineering ENG Mathematical and Physical Sciences MPS and Social Behavioral and Economic Sciences SBE . EDU The Education EDU designation will be used to label proposals focusing entirely on cybersecurity education . TTP The Transition to Practice TTP designation will be used to label proposals that are focused exclusively on transitioning existing research results to practice . CORE and TTP proposals may be submitted in one of the following project size classes Small projects up to 500 000 in total budget with durations of up to three years Medium projects 500 001 to 1 200 000 in total budget with durations of up to four years EDU proposals are limited to 400 000 in total budget with durations of up to three years .,"[""privacy"",""proposals"",""research"",""cybersecurity""]"
nsf,nsf19572,NSF 19 572 Secure and Trustworthy Cyberspace Frontiers SaTC Frontiers,2019-9-30,https://www.nsf.gov/pubs/2019/nsf19572/nsf19572.htm,"15,000,000",In today s increasingly networked distributed and asynchronous world cybersecurity involves hardware software networks data people and integration with the physical world . Society s overwhelming reliance on this complex cyberspace however has exposed its fragility and vulnerabilities that defy existing cyber defense measures corporations agencies national infrastructure and individuals continue to suffer cyber attacks . Achieving a truly secure cyberspace requires addressing both challenging scientific and engineering problems involving many components of a system and vulnerabilities that stem from human behaviors and choices . Examining the fundamentals of security and privacy as a multidisciplinary subject can lead to fundamentally new ways to design build and operate cyber systems protect existing infrastructure and motivate and educate individuals about cybersecurity . The Secure and Trustworthy Cyberspace SaTC program welcomes proposals that address cybersecurity and privacy and draw on expertise in one or more of these areas computing communication and information sciences engineering economics education mathematics statistics and social and behavioral sciences . Proposals that advance the field of cybersecurity and privacy within a single discipline or interdisciplinary efforts that span multiple disciplines are both encouraged . Please see SaTC program solicitation for more details . Through this solicitation under the SaTC umbrella NSF specifically seeks ambitious and potentially transformative center scale projects in the area of security and privacy that 1 catalyze far reaching research explorations motivated by deep scientific questions or hard problems and or by compelling applications and novel technologies that promise significant scientific and or societal benefits and 2 stimulate significant research and education outcomes that through effective knowledge transfer mechanisms promise scientific economic and or other societal benefits . The goal of the SaTC Frontiers program is to advance the frontiers of cybersecurity and privacy and the areas listed in the SaTC program solicitation are meant to be illustrative but not exhaustive . The SaTC Frontiers program will support proposals from 5 000 000 to 10 000 000 in total budget with durations of up to five years .,"[""scientific"",""satc"",""privacy"",""program"",""cybersecurity""]"
nsf,nsf06565,NSF 06 565 Sedimentary Geology and Paleobiology,2006-7-16,https://www.nsf.gov/pubs/2006/nsf06565/nsf06565.htm,"5,000,000",Sedimentary Geology and Paleobiology supports studies of 1 the changing aspects of life ecology environments and biogeography in past geologic time based on fossil plants animals and microbes 2 all aspects of the Earth s sedimentary carapace insights into geological processes recorded in its historical records and rich organic and inorganic resources locked in rock sequences 3 the science of dating and measuring the time sequence of events and rates of geological processes of the Earth s past sedimentary and biological record 4 the geologic record of the production transportation and deposition of physical and chemical sediments and 5 understanding the complexities of Earth s deep time climate systems . The Sedimentary Geology and Paleobiology Program especially encourages integrative studies at the national and international levels that seek to link subdisciplines such as paleoclimatology paleogeography and paleoenvironmental and paleoecologic reconstructions .,"[""sedimentary"",""earth"",""time"",""paleobiology""]"
nsf,nsf09560,NSF 09 560 Sedimentary Geology and Paleobiology,2009-8-07,https://www.nsf.gov/pubs/2009/nsf09560/nsf09560.htm,"6,000,000",Sedimentary Geology and Paleobiology supports studies of 1 the changing aspects of life ecology environments and biogeography in past geologic time based on fossil plants animals and microbes 2 all aspects ofthe Earth s sedimentary carapace insights into geological processes recorded in its historical records andrich organic and inorganic resources locked in rock sequences 3 the science of dating and measuring the time sequenceof events and rates of geological processes of the Earth s past sedimentary and biological fossil record 4 the geologic record of the production transportation and deposition of physical and chemical sediments and 5 understanding the complexities of Earth s deep time pre Holocene climate systems . The Sedimentary Geology andPaleobiology Program especially encourages integrative studies at the national and international levels that seek tolink subdisciplines such as geochronology paleoclimatology paleogeography paleoenvironments andpaleoecology .,"[""sedimentary"",""time"",""earth"",""geologic""]"
nsf,nsf12608,NSF 12 608 Sedimentary Geology and Paleobiology,2013-1-17,https://www.nsf.gov/pubs/2012/nsf12608/nsf12608.htm,"1,000,000",The Sedimentary Geology and Paleobiology Program SGP supports research in a wide variety of areas in sedimentary geology and paleobiology in order to comprehend the full range of physical biological and chemical processes of Earth s dynamic system . The program supports the study of deep time records of these processes archived in the Earth s sedimentary carapace crust at all spatial and temporal scales . These records are fingerprints of the processes that produced them and continue to shape the Earth . For the years 2013 2017 the Sedimentary Geology and Paleobiology Program will be sponsoring a two track opportunity that will consist of the normal SGP competition Track 1 and bi annually a new track termed Earth Life Transitions ELT Track 2 . Track 1 General Program Sedimentary Geology and Paleobiology supports general studies of 1 the changing aspects of life ecology environments and biogeography in past geologic time based on fossil plants animals and microbes 2 all aspects of the Earth s sedimentary carapace insights into geological processes recorded in its records and rich organic and inorganic resources locked in rock sequences 3 the science of dating and measuring the sequence of events and rates of geological processes as manifested in Earth s past sedimentary and biological fossil record 4 the geologic record of the production transportation and deposition of physical and chemical sediments and 5 understanding Earth s deep time pre Holocene climate systems . Track 2 Earth Life Transitions In fiscal years 2013 2017 the Sedimentary Geology and Paleobiology program is sponsoring a bi annual second track opportunity termed Earth Life Transitions ELT within the normal programmatic spring competition . The goals of the ELT track are 1 to address critical questions about Earth Life interactions in deep time through the synergistic activities of multi disciplinary science and 2 to enable team based interdisciplinary projects involving stratigraphy sedimentology paleontology proxy development calibration and application studies geochronology and climate modeling at appropriately resolved scales of time and space to understand major linked events of environmental climate and biotic change at a mechanistic level .,"[""sedimentary"",""earth"",""track""]"
nsf,nsf15561,NSF 15 561 Sedimentary Geology and Paleobiology SGP,2014-12-26,https://www.nsf.gov/pubs/2015/nsf15561/nsf15561.htm,"7,500,000",Sedimentary Geology and Paleobiology supports studies of 1 the changing aspects of life ecology environments and biogeography in geologic time based on fossil plants animals and microbes 2 all aspects of the Earth s sedimentary lithosphere its insights into the geological processes and rich organic and inorganic resources locked in rock sequences 3 the science of dating and measuring the sequence of events and rates of geological processes as manifested in Earth s past sedimentary and biological fossil record 4 the geologic record of the production transportation and deposition of modern and ancient physical and chemical sediments and 5 understanding Earth s deep time pre Holocene climate systems .,"[""sedimentary"",""earth"",""geologic"",""time"",""geological""]"
nsf,nsf16536,NSF 16 536 Sedimentary Geology and Paleobiology SGP,2016-1-25,https://www.nsf.gov/pubs/2016/nsf16536/nsf16536.htm,"7,400,000",Sedimentary Geology and Paleobiology supports studies of 1 the changing aspects of life ecology environments and biogeography in geologic time based on fossil organisms 2 all aspects of the Earth s sedimentary lithosphere its insights into the geological processes and rich organic and inorganic resources locked in rock sequences 3 the science of dating and measuring the sequence of events and rates of geological processes as manifested in Earth s past sedimentary and biological fossil record 4 the geologic record of the production transportation and deposition of modern and ancient physical and chemical sediments and 5 understanding Earth s deep time pre Holocene climate systems .,"[""sedimentary"",""geological"",""earth"",""processes"",""geologic""]"
nsf,nsf17536,NSF 17 536 Sedimentary Geology and Paleobiology SGP,,https://www.nsf.gov/pubs/2017/nsf17536/nsf17536.htm,"7,400,000",Sedimentary Geology and Paleobiology supports innovative research that addresses the deep time sedimentary crust and advances our understanding of environmental and evolutionary change . The program seeks to fund projects that focus on 1 the changing aspects of life ecology environments and biogeography in geologic time based on fossil organisms and or sedimentological data 2 all aspects of the Earth s sedimentary lithosphere insights into the geological processes and rich organic and inorganic resources locked in rock sequences 3 the science of dating and measuring the sequence of events and rates of geological processes as manifested in Earth s deep time pre Holocene sedimentary and biological fossil record and 4 the geologic record of the production transportation and deposition of modern and ancient physical and chemical sediments .,"[""sedimentary"",""time"",""geologic"",""earth"",""geological""]"
nsf,nsf20518,NSF 20 518 Semiconductor Synthetic Biology for Information Storage and Retrieval SemiSynBio II,,https://www.nsf.gov/pubs/2020/nsf20518/nsf20518.htm,"12,000,000",The National Science Foundation NSF through its Divisions of Electrical Communications and Cyber Systems ECCS Computing and Communication Foundations CCF Molecular and Cellular Biosciences MCB and Materials Research DMR announces a follow up solicitation on the Semiconductor Synthetic Biology for Information Storage and Retrieval Program SemiSynBio II . Future ultra low energy storage based computing systems can be built on principles derived from organic systems that are at the intersection of physics chemistry biology computer science and engineering . Next generation information storage technologies can be envisioned that are driven by biological principles and use biomaterials in the fabrication of devices and systems that can store data for more than 100 years with storage capacity 1 000 times more than current storage technologies . Such a research effort can have a significant impact on the future of information storage and retrieval technologies . This focused solicitation seeks high risk high return interdisciplinary research on novel concepts and enabling technologies that will address the fundamental scientific issues and technological challenges associated with the underpinnings of synthetic biology integrated with semiconductor technology . This research will foster interactions among various disciplines including biology physics chemistry materials science computer science and engineering that will enable in heretofore unanticipated breakthroughs .,"[""storage"",""research"",""biology"",""science"",""systems"",""technologies""]"
nsf,nsf03512,NSF 03 512 Sensors and Sensor Networks,2003-3-06,https://www.nsf.gov/pubs/2003/nsf03512/nsf03512.htm,"34,000,000",The National Science Foundation NSF through the Directorate for Engineering and the Directorate for Computer and Information Science and Engineering announces a broad interdisciplinary program of research and education in the area of advanced sensor development . This solicitation seeks to advance fundamental knowledge in the areas of sensor design materials and concepts including sensors for toxic chemicals explosives and biological agents sensor networking systems in a distributed environment the integration of sensors into engineered systems and the interpretation and use of sensor data in decision making processes . The Directorate for Mathematical and Physical Sciences the Directorate for Biological Sciences the Directorate for Geosciences and the Office of Polar Programs plan to participate in the reviews and identify proposals of mutual interest and may provide co funding for programs of high quality that meet their programmatic requirements .,"[""directorate"",""sensor"",""systems"",""science"",""engineering""]"
nsf,nsf04522,NSF 04 522 Sensors and Sensor Networks,2004-2-26,https://www.nsf.gov/pubs/2004/nsf04522/nsf04522.htm,"up to $125,000",The National Science Foundation NSF announces a broad interdisciplinary program of research and education in the area of advanced sensor development . This solicitation seeks to advance fundamental knowledge in engineering of materials concepts and designs for new sensors networked sensor systems in a distributed environment terrestrial atmospheric and aquatic environmental analysis the integration of sensors into engineered systems and the interpretation and use of sensor data in decision making processes . The Directorate for Computer and Information Science and Engineering the Directorate for Mathematical and Physical Sciences the Directorate for Education and Human Resources and the Directorate for Social Behavioral and Economic Sciences plan to participate in the reviewsand identify proposals of mutual interest and may provide co funding for programsof high quality that meet their programmatic requirements . Please note that this is a much narrower solicitation than its predecessor NSF 03 512 . Proposals outside the scope of the topical areas described in this solicitation are subject to return without review .,"[""directorate"",""solicitation"",""sensor"",""nsf""]"
nsf,nsf05526,NSF 05 526 Sensors and Sensor Networks Sensors,2005-3-03,https://www.nsf.gov/pubs/2005/nsf05526/nsf05526.htm,,The National Science Foundation NSF through the Directorate for Engineering the Directorate for Geosciences and the Office of Polar Programs announces a broad interdisciplinary program of research and education in the area of advanced sensor development . This solicitation seeks to advance fundamental knowledge in engineering of materials concepts and designs for new sensors networked sensor systems in a distributed environment terrestrial atmospheric and aquatic environmental analysis the integration of sensors into engineered systems and the interpretation and use of sensor data in decision making processes . The Directorate for Mathematical and Physical Sciences the Directorate for Education and Human Resources and the Directorate for Social Behavioral and Economic Sciences plan to participate in the reviewsand identify proposals of mutual interest and may provide co funding for programsof high quality that meet their programmatic requirements . Please note that this is a much narrower solicitation than its predecessor NSF 04 522 . Proposals outside the scope of the topical areas described in this solicitation are subject to return without review .,"[""directorate"",""solicitation"",""sensor""]"
nsf,nsf10594,NSF 10 594 Ship based Science Technical Support in the Arctic STARC,2010-11-08,https://www.nsf.gov/pubs/2010/nsf10594/nsf10594.htm,"300,000",This solicitation is for proposals to enhance marine science and technical services provided to NSF supported research cruises on U . S . Coast Guard cutters Healy and Polar Sea . U . S . Coast Guard USCG provides basic services that will be augmented by the awardee to the level provided by the University National Oceanographic Laboratory System UNOLS for supporting academic research . This solicitation is for an awardee to perform two primary functions 1 to plan coordinate and deliver science technical support onboard Healy and Polar Sea augmenting the role of the USCG marine science technicians and 2 to coordinate with NSF USCG and the academic community to provide for the operation maintenance and upgrade of science equipment installed or used on Healy and Polar Sea . The awardee is expected to coordinate support among qualified providers as appropriate for specific cruises utilizing the capabilities and equipment available through the UNOLS system . Ship based science support will be planned and provided in close coordination with the research teams and USCG personnel with input and approval from NSF .,"[""coordinate"",""science"",""support"",""uscg"",""healy"",""sea""]"
nsf,nsf19556,NSF 19 556 Signals in the Soil SitS,2019-5-15,https://www.nsf.gov/pubs/2019/nsf19556/nsf19556.htm,"5,600,000",In 1935 Franklin D . Roosevelt stated A nation that destroys its soils destroys itself . This statement remains true to this day . Soil forms over thousands of years and can be destroyed in a single event . It is a natural asset alongside water and air but is often overlooked despite being the foundation of terrestrial ecosystems that support food production economic prosperity and services that are essential for humanity . Soils are complex living ecosystems containing billions of organisms that mediate a myriad of biological chemical and physical processes interacting to cycle carbon and nutrients essential for plant growth food and fiber production and to remove contaminants from water . Soil is also the foundation material for all structures not supported on rock and by orders of magnitude is the most widely used construction material in the world . Soil ecosystems supply most of the antibiotics used to fight human diseases control the movement of water and chemical substances between the Earth and atmosphere and act as source and storage media for gases important to life such as oxygen carbon dioxide and methane . Thus as the Earth s population grows we need a better understanding of soil ecosystems that will continue to play a critical role in feeding the world . The National Science Foundation NSF Directorates for Engineering ENG and Geosciences GEO the Division of Integrative Organismal Systems in the Directorate for Biological Sciences BIO IOS and the Division of Computer and Network Systems in the Directorate Computer and Information Science and Engineering CISE CNS in collaboration with the US Department of Agriculture National Institute of Food and Agriculture USDA NIFA and the Natural Environment Research Council NERC the Engineering and Physical Sciences Research Council EPSRC the Biotechnology and Biological Sciences Research Council BBSRC and the Science and Technology Facilities Council STFC of United Kingdom Research and Innovation UKRI encourage convergent research that transforms existing capabilities in understanding dynamic near surface soil processes through advances in sensor systems and modeling . To accomplish this research multiple disciplines must converge to produce novel sensors and or sensing systems of multiple modalities that are adaptable to different environments and collect data and report on a wide range of chemical biological and physical parameters . This type of approach will also be necessary to develop next generation soil models wireless communication and cyber systems capabilities and to grow a scientific community that is able to address complex problems through education and outreach . This program fosters collaboration among the partner agencies and the researchers they support by combining resources and funding for the most innovative and high impact projects that address their respective missions .,"[""soil"",""research"",""systems"",""council""]"
nsf,nsf20548,NSF 20 548 Signals in the Soil SitS,2020-5-20,https://www.nsf.gov/pubs/2020/nsf20548/nsf20548.htm,"$8,000,000 to $13,000,000",In 1935 President Franklin D . Roosevelt stated A nation that destroys its soils destroys itself . This statement remains true to this day . Soils form over hundreds of years and yet can be destroyed in a single event . They are an often overlooked natural asset despite being the foundation of terrestrial ecosystems that support food production economic prosperity and many other services that are essential for humanity . Soils are complex ecosystems composed of organic matter minerals water air and billions of organisms . Such ecosystems interact with the flora and fauna they support to mediate myriad biological chemical and physical processes essential for plant growth food and fiber production and contaminant removal . Soils are also the foundation material for all structures not supported on rock and by orders of magnitude are the most widely used construction material in the world . Soils are the source of most of the antibiotics used to fight human diseases control the movement of water and chemical substances between the Earth and atmosphere and act as source and storage media for gases such as oxygen carbon dioxide and methane . As a result of their essential importance soils are also part of our cultural heritage . Thus as the Earth s population grows we need a better understanding of soil ecosystems that will continue to play a critical role in supporting societies around the world . The National Science Foundation NSF Directorates for Engineering ENG and Geosciences GEO the Divisions of Integrative Organismal Systems IOS and Environmental Biology DEB in the Directorate for Biological Sciences BIO the Division of Computer and Network Systems in the Directorate Computer and Information Science and Engineering CISE CNS and the Division of Chemistry CHE in the Directorate for Mathematical and Physical Sciences in collaboration with the US Department of Agriculture National Institute of Food and Agriculture USDA NIFA encourage convergent research that transforms existing capabilities in understanding dynamic soil processes including soil formation through advances in sensor systems and modeling . The Signals in the Soil SitS program fosters collaboration among the two partner agencies and the researchers they support by combining resources and funding for the most innovative and high impact projects that address their respective missions . To make transformative advances in our understanding of soils multiple disciplines must converge to produce environmentally benign novel sensing systems with multiple modalities that can adapt to different environments and collect and transmit data for a wide range of biological chemical and physical parameters . Effective integration of sensor data will be key for achieving a better understanding of signaling interactions among plants animals microbes the soil matrix and aqueous and gaseous components . New sensor networks have the potential to inform models in novel ways to radically change how data is obtained from various natural and managed both urban and rural ecosystems and to better inform the communities that directly rely on soils for sustenance and livelihood .,"[""soils"",""soil"",""understanding"",""ecosystems"",""systems""]"
nsf,nsf20527,NSF 20 527 Small Business Innovation Research Program Phase I SBIR,,https://www.nsf.gov/pubs/2020/nsf20527/nsf20527.htm,"75,000,000",Introduction to the Program The NSF SBIR program focuses on transforming scientific discovery into products and services with commercial potential and or societal benefit . Unlike fundamental research the NSF SBIR program supports startups and small businesses in the creation of deep technologies getting discoveries out of the lab and into the market . The NSF SBIR Program funds research and development . The program is designed to provide non dilutive funding and entrepreneurial support at the earliest stages of company and technology development . Synopsis of Program The SBIR program is intended to support scientific excellence and technological innovation through the investment of federal research funds to build a strong national economy by stimulating technological innovation in the private sector strengthening the role of small business in meeting federal research and development needs increasing the commercial application of federally supported research results and fostering and encouraging participation by socially and economically disadvantaged and women owned small businesses . The SBIR program at NSF solicits proposals from the small business sector consistent with NSF s mission to promote the progress of science to advance the national health prosperity and welfare and to secure the national defense . The program is governed by Public Law 114 328 SBIR STTR Reauthorization Act of 2017 . SBIR STTR policy is provided by the Small Business Administration SBA through the SBIR Policy Directive . A main purpose of the legislation is to stimulate technological innovation and increase private sector commercialization . The NSF SBIR STTR program is therefore in a unique position to meet both the goals of NSF and the purpose of the SBIR STTR legislation by transforming scientific discovery and innovation into both social and economic benefit and by emphasizing private sector commercialization . Because the program has no topical or procurement focus the NSF offers very broad solicitation topics that are intended to encourage as many eligible science and technology based small businesses as possible to compete for funding . The topics are detailed on the program website . In many cases the program is also open to proposals focusing on technical and market areas not explicitly noted in the aforementioned topics .,"[""program"",""sbir"",""nsf""]"
