,meal_name,categories
1361,Steak Fajitas Classic (m1362),{'Main Course'}
1362,Pork Schnitzel Mild (m1363),"{'Main Course', 'Salad', 'Appetizer'}"
1363,Biscuits and Gravy Mild (m1364),"{'Main Course', 'Breakfast Item', 'Appetizer'}"
1364,Orange Juice Mild (m1365),"{'Salad', 'Soup', 'Beverage'}"
1365,Quinoa Deluxe (m1366),"{'Soup', 'Dessert', 'Side'}"
1366,Chicken Quesadilla (m1367),"{'Main Course', 'Breakfast Item', 'Side'}"
1367,Butternut Squash Soup Spicy (m1368),{'Soup'}
1368,Tomato Soup Classic (m1369),{'Soup'}
1369,Roasted Carrots Spicy (m1370),{'Side'}
1370,Cauliflower Mash Spicy (m1371),{'Side'}
1371,Clams Casino Premium (m1372),{'Appetizer'}
1372,Red Velvet Cake Special (m1373),"{'Salad', 'Soup', 'Dessert'}"
1373,Sausage Mild (m1374),{'Breakfast Item'}
1374,Tuna Tartare (m1375),{'Appetizer'}
1375,Stuffing Light (m1376),"{'Appetizer', 'Side'}"
1376,Brussels Sprouts Special (m1377),"{'Soup', 'Side'}"
1377,Baked Beans Premium (m1378),"{'Appetizer', 'Side'}"
1378,Roast Turkey Light (m1379),{'Main Course'}
1379,Taco Salad Deluxe (m1380),"{'Soup', 'Salad', 'Breakfast Item'}"
1380,Banana Split Light (m1381),"{'Salad', 'Dessert'}"
1381,Chocolate Cake (m1382),{'Dessert'}
1382,Asian Salad Light (m1383),{'Salad'}
1383,Greek Salad Deluxe (m1384),{'Salad'}
1384,Fruit Smoothie Bowl Spicy (m1385),"{'Side', 'Breakfast Item', 'Appetizer'}"
1385,Key Lime Pie Spicy (m1386),"{'Appetizer', 'Dessert'}"
1386,French Fries Premium (m1387),{'Side'}
1387,Lentil Soup Light (m1388),{'Soup'}
1388,Couscous Deluxe (m1389),"{'Soup', 'Side'}"
1389,Strawberry Shortcake Classic (m1390),{'Dessert'}
1390,Rice Noodles Mild (m1391),"{'Appetizer', 'Beverage', 'Side'}"
1391,Salmon Fillet Mild (m1392),{'Main Course'}
1392,Beef Steak Special (m1393),"{'Main Course', 'Breakfast Item', 'Appetizer'}"
1393,Egg Salad Spicy (m1394),"{'Side', 'Salad', 'Appetizer'}"
1394,Banana Split Mild (m1395),"{'Side', 'Dessert'}"
1395,Banana Smoothie Special (m1396),{'Beverage'}
1396,Gelato Deluxe (m1397),"{'Salad', 'Breakfast Item', 'Dessert'}"
1397,Water (m1398),{'Beverage'}
1398,Oatmeal Deluxe (m1399),{'Breakfast Item'}
1399,Vanilla Latte Special (m1400),{'Beverage'}
1400,Breakfast Burrito Classic (m1401),"{'Breakfast Item', 'Side'}"
1401,Potato Leek Soup Premium (m1402),{'Soup'}
1402,Chef Salad Special (m1403),{'Salad'}
1403,Tuna Tartare Spicy (m1404),{'Appetizer'}
1404,Macarons Special (m1405),{'Dessert'}
1405,Baked Beans Deluxe (m1406),{'Side'}
1406,Asian Salad Premium (m1407),"{'Salad', 'Dessert', 'Side'}"
1407,Prosciutto Melon Light (m1408),{'Appetizer'}
1408,Wild Rice Deluxe (m1409),{'Side'}
1409,Coleslaw Spicy (m1410),"{'Salad', 'Breakfast Item', 'Beverage'}"
1410,Crab Cakes Classic (m1411),"{'Soup', 'Beverage', 'Appetizer'}"
1411,Ramen Light (m1412),"{'Main Course', 'Soup', 'Side'}"
1412,Pork Ribs Special (m1413),{'Main Course'}
1413,Split Pea Soup Light (m1414),{'Soup'}
1414,Onion Rings Deluxe (m1415),{'Side'}
1415,Hot Tea Spicy (m1416),"{'Beverage', 'Side'}"
1416,Hummus with Pita Deluxe (m1417),"{'Soup', 'Appetizer'}"
1417,Tomato Soup Premium (m1418),{'Soup'}
1418,Iced Coffee (m1419),{'Beverage'}
1419,Mediterranean Salad Special (m1420),{'Salad'}
1420,Butternut Squash Soup Classic (m1421),"{'Soup', 'Side'}"
1421,Breakfast Tacos (m1422),"{'Main Course', 'Breakfast Item'}"
1422,Egg Salad Mild (m1423),"{'Salad', 'Dessert'}"
1423,Chicken Alfredo Mild (m1424),{'Main Course'}
1424,Iced Tea Mild (m1425),"{'Main Course', 'Salad', 'Beverage'}"
1425,Cereal Deluxe (m1426),"{'Salad', 'Breakfast Item'}"
1426,Rice Pilaf Premium (m1427),"{'Dessert', 'Side'}"
1427,Pumpkin Soup Deluxe (m1428),"{'Main Course', 'Soup', 'Dessert'}"
1428,Fruit Smoothie Bowl Deluxe (m1429),"{'Breakfast Item', 'Beverage'}"
1429,Panna Cotta Premium (m1430),"{'Main Course', 'Dessert'}"
1430,Onion Rings Spicy (m1431),{'Side'}
1431,Lemonade Light (m1432),"{'Beverage', 'Side'}"
1432,Sweet Potato Fries Spicy (m1433),{'Side'}
1433,Danish Mild (m1434),"{'Salad', 'Breakfast Item', 'Side'}"
1434,Fruit Smoothie Bowl Classic (m1435),{'Breakfast Item'}
1435,Orange Juice Classic (m1436),{'Beverage'}
1436,Corned Beef Hash Premium (m1437),"{'Breakfast Item', 'Dessert'}"
1437,Chef Salad (m1438),{'Salad'}
1438,Bean Soup Classic (m1439),"{'Soup', 'Appetizer'}"
1439,Potato Salad Special (m1440),"{'Salad', 'Dessert'}"
1440,Chicken Wings Deluxe (m1441),{'Main Course'}
1441,Mushroom Soup Light (m1442),"{'Soup', 'Side'}"
1442,Crème Brûlée Light (m1443),"{'Soup', 'Dessert'}"
1443,Chicken Alfredo Special (m1444),"{'Main Course', 'Breakfast Item'}"
1444,Fish Tacos Mild (m1445),"{'Main Course', 'Salad', 'Side'}"
1445,Pasta Salad Light (m1446),{'Salad'}
1446,Quinoa Salad (m1447),"{'Salad', 'Dessert'}"
1447,Broccoli Cheddar Soup Special (m1448),{'Soup'}
1448,Pasta Salad Spicy (m1449),{'Salad'}
1449,Avocado Toast Special (m1450),"{'Breakfast Item', 'Beverage'}"
1450,Chicken Rice Soup (m1451),"{'Main Course', 'Soup', 'Dessert'}"
1451,Steamed Vegetables Premium (m1452),{'Side'}
1452,Vegetable Curry (m1453),{'Main Course'}
1453,Soy Milk Premium (m1454),"{'Beverage', 'Appetizer'}"
1454,Mushroom Soup Spicy (m1455),{'Soup'}
1455,Edamame (m1456),"{'Breakfast Item', 'Dessert', 'Side'}"
1456,Crab Cakes Classic (m1457),{'Appetizer'}
1457,Bean Soup Classic (m1458),"{'Soup', 'Dessert'}"
1458,Iced Coffee Premium (m1459),"{'Breakfast Item', 'Beverage'}"
1459,Orange Juice Premium (m1460),"{'Beverage', 'Side'}"
1460,Clam Chowder Special (m1461),"{'Salad', 'Soup', 'Beverage'}"
1461,Cookies Special (m1462),"{'Appetizer', 'Dessert'}"
1462,Cookies Special (m1463),"{'Breakfast Item', 'Dessert'}"
1463,Beef Lo Mein Mild (m1464),"{'Main Course', 'Salad', 'Beverage'}"
1464,Rice Noodles Light (m1465),"{'Dessert', 'Side'}"
1465,Caprese Salad Light (m1466),"{'Salad', 'Side'}"
1466,Clam Chowder Light (m1467),{'Soup'}
1467,Chicken Salad Spicy (m1468),"{'Salad', 'Dessert', 'Side'}"
1468,Shrimp Cocktail (m1469),{'Appetizer'}
1469,Grilled Salmon Spicy (m1470),{'Main Course'}
1470,Beef Tacos (m1471),{'Main Course'}
1471,Mediterranean Salad Light (m1472),"{'Salad', 'Soup'}"
1472,Chicken Noodle Soup Deluxe (m1473),"{'Soup', 'Beverage'}"
1473,Spinach Salad Deluxe (m1474),"{'Salad', 'Breakfast Item', 'Main Course'}"
1474,Cobb Salad Classic (m1475),"{'Salad', 'Beverage'}"
1475,Flan Spicy (m1476),"{'Beverage', 'Dessert'}"
1476,Gazpacho Special (m1477),{'Soup'}
1477,Quinoa Salad Special (m1478),{'Salad'}
1478,Crème Brûlée Light (m1479),{'Dessert'}
1479,Yams Premium (m1480),"{'Appetizer', 'Side'}"
1480,Lobster Bisque Special (m1481),"{'Soup', 'Side'}"
1481,Bacon Spicy (m1482),{'Breakfast Item'}
1482,Vegetable Soup Spicy (m1483),{'Soup'}
1483,Asian Salad Deluxe (m1484),"{'Salad', 'Dessert'}"
1484,Danish Light (m1485),{'Breakfast Item'}
1485,Pineapple Juice (m1486),{'Beverage'}
1486,Milk Classic (m1487),"{'Salad', 'Beverage', 'Appetizer'}"
1487,Nachos Classic (m1488),{'Appetizer'}
1488,Cheesecake Special (m1489),{'Dessert'}
1489,Gelato Classic (m1490),"{'Main Course', 'Dessert'}"
1490,Baked Beans Deluxe (m1491),"{'Main Course', 'Side'}"
1491,Grilled Zucchini Light (m1492),{'Side'}
1492,Clams Casino Spicy (m1493),{'Appetizer'}
1493,Fish Tacos Deluxe (m1494),{'Main Course'}
1494,Tea Classic (m1495),{'Beverage'}
1495,Shrimp Salad Premium (m1496),"{'Salad', 'Side'}"
1496,Greek Salad Mild (m1497),{'Salad'}
1497,Oysters Premium (m1498),"{'Soup', 'Appetizer'}"
1498,Iced Coffee (m1499),"{'Main Course', 'Beverage'}"
1499,Cobb Salad Spicy (m1500),"{'Salad', 'Beverage'}"
1500,Iced Tea Classic (m1501),{'Beverage'}
1501,Mocha Mild (m1502),"{'Beverage', 'Appetizer'}"
1502,Corn on the Cob Mild (m1503),"{'Breakfast Item', 'Side'}"
1503,Mushroom Soup Light (m1504),{'Soup'}
1504,Cheesecake Special (m1505),"{'Breakfast Item', 'Dessert'}"
1505,Spring Rolls Spicy (m1506),{'Appetizer'}
1506,Chocolate Cake Deluxe (m1507),"{'Side', 'Dessert'}"
1507,Coleslaw (m1508),"{'Soup', 'Side'}"
1508,Potato Salad Light (m1509),"{'Salad', 'Appetizer'}"
1509,Fruit Tart (m1510),"{'Soup', 'Dessert'}"
1510,Strawberry Shortcake Spicy (m1511),"{'Breakfast Item', 'Dessert'}"
1511,Vegetable Curry Premium (m1512),{'Main Course'}
1512,Beef Stew Special (m1513),"{'Main Course', 'Beverage', 'Appetizer'}"
1513,Banana Smoothie (m1514),{'Beverage'}
1514,Ginger Ale (m1515),"{'Main Course', 'Beverage'}"
1515,Potato Leek Soup Premium (m1516),"{'Soup', 'Breakfast Item'}"
1516,Chicken Enchiladas Light (m1517),"{'Main Course', 'Side'}"
1517,Ramen Mild (m1518),{'Soup'}
1518,Tomato Soup (m1519),"{'Soup', 'Beverage'}"
1519,Tomato Soup Premium (m1520),"{'Soup', 'Breakfast Item', 'Dessert'}"
1520,Panna Cotta Mild (m1521),"{'Soup', 'Dessert'}"
1521,Avocado Toast Classic (m1522),{'Breakfast Item'}
1522,Coleslaw Special (m1523),"{'Beverage', 'Side'}"
1523,Coleslaw Premium (m1524),{'Side'}
1524,Jalapeño Poppers Premium (m1525),"{'Main Course', 'Appetizer'}"
1525,Pudding Mild (m1526),"{'Breakfast Item', 'Dessert'}"
1526,Fried Rice (m1527),"{'Breakfast Item', 'Side'}"
1527,Miso Soup (m1528),{'Soup'}
1528,Asparagus Premium (m1529),{'Side'}
1529,Crème Brûlée Mild (m1530),"{'Appetizer', 'Main Course', 'Dessert'}"
1530,Pho Spicy (m1531),"{'Salad', 'Soup'}"
1531,Mozzarella Sticks Special (m1532),{'Appetizer'}
1532,Green Tea Premium (m1533),"{'Breakfast Item', 'Beverage'}"
1533,Chocolate Mousse Special (m1534),{'Dessert'}
1534,Roasted Vegetables Mild (m1535),{'Side'}
1535,Asparagus Spicy (m1536),"{'Appetizer', 'Main Course', 'Side'}"
1536,Potato Salad Classic (m1537),"{'Salad', 'Soup', 'Main Course'}"
1537,Hash Browns Classic (m1538),{'Breakfast Item'}
1538,Caesar Salad Light (m1539),"{'Salad', 'Breakfast Item', 'Dessert'}"
1539,Key Lime Pie Premium (m1540),{'Dessert'}
1540,Tomato Soup Light (m1541),{'Soup'}
1541,Hummus with Pita Spicy (m1542),{'Appetizer'}
1542,Beef Burrito Classic (m1543),{'Main Course'}
1543,Bacon Wrapped Dates Light (m1544),"{'Main Course', 'Appetizer'}"
1544,Potato Leek Soup Premium (m1545),{'Soup'}
1545,Arugula Salad Premium (m1546),{'Salad'}
1546,Crab Cakes (m1547),{'Appetizer'}
1547,Herbal Tea Deluxe (m1548),"{'Main Course', 'Beverage'}"
1548,Panna Cotta Special (m1549),{'Dessert'}
1549,Potato Skins Spicy (m1550),{'Appetizer'}
1550,Fruit Tart Premium (m1551),{'Dessert'}
1551,Pudding Light (m1552),"{'Main Course', 'Dessert'}"
1552,Mashed Potatoes (m1553),"{'Appetizer', 'Dessert', 'Side'}"
1553,Stuffed Mushrooms Light (m1554),"{'Main Course', 'Appetizer'}"
1554,Pork Schnitzel Light (m1555),{'Main Course'}
1555,Grilled Chicken Special (m1556),{'Main Course'}
1556,Sausage (m1557),{'Breakfast Item'}
1557,Lobster Bisque Mild (m1558),"{'Salad', 'Soup', 'Side'}"
1558,Cola Premium (m1559),"{'Main Course', 'Beverage'}"
1559,Chai Latte Mild (m1560),"{'Beverage', 'Dessert'}"
1560,Fish Tacos Spicy (m1561),"{'Main Course', 'Beverage', 'Side'}"
1561,Hot and Sour Soup Classic (m1562),"{'Soup', 'Dessert'}"
1562,Mushroom Soup Light (m1563),{'Soup'}
1563,Carrot Ginger Soup Special (m1564),"{'Salad', 'Soup', 'Breakfast Item'}"
1564,Clams Casino Deluxe (m1565),"{'Beverage', 'Dessert', 'Appetizer'}"
1565,Pork Ribs Classic (m1566),{'Main Course'}
1566,English Muffin Classic (m1567),"{'Salad', 'Breakfast Item'}"
1567,Nicoise Salad (m1568),"{'Salad', 'Side'}"
1568,Hummus with Pita Deluxe (m1569),{'Appetizer'}
1569,Cobbler Premium (m1570),{'Dessert'}
1570,Avocado Toast Deluxe (m1571),{'Breakfast Item'}
1571,Crème Brûlée (m1572),"{'Main Course', 'Breakfast Item', 'Dessert'}"
1572,Caesar Salad Premium (m1573),{'Salad'}
1573,Nachos Deluxe (m1574),{'Appetizer'}
1574,Churros (m1575),{'Dessert'}
1575,Mocha (m1576),"{'Soup', 'Beverage'}"
1576,Matcha Latte Classic (m1577),{'Beverage'}
1577,Nicoise Salad Mild (m1578),"{'Salad', 'Soup', 'Side'}"
1578,Frittata Mild (m1579),{'Breakfast Item'}
1579,Cheesecake Deluxe (m1580),"{'Appetizer', 'Salad', 'Dessert'}"
1580,BBQ Chicken Light (m1581),"{'Main Course', 'Dessert'}"
1581,Prosciutto Melon Mild (m1582),{'Appetizer'}
1582,Mushroom Soup Classic (m1583),"{'Salad', 'Soup', 'Breakfast Item'}"
1583,Lemon Tart Spicy (m1584),"{'Appetizer', 'Dessert'}"
1584,Sprite Deluxe (m1585),"{'Beverage', 'Side'}"
1585,Cobb Salad Classic (m1586),"{'Salad', 'Dessert'}"
1586,Mashed Potatoes Light (m1587),"{'Main Course', 'Side'}"
1587,Breakfast Potatoes Special (m1588),{'Breakfast Item'}
1588,Raspberry Lemonade Spicy (m1589),"{'Beverage', 'Side'}"
1589,Pho Classic (m1590),{'Soup'}
1590,Mozzarella Sticks Deluxe (m1591),{'Appetizer'}
1591,Meatloaf (m1592),"{'Main Course', 'Breakfast Item'}"
1592,Waffles Deluxe (m1593),"{'Salad', 'Breakfast Item'}"
1593,Chicken Curry Special (m1594),{'Main Course'}
1594,Pho (m1595),{'Soup'}
1595,Corn on the Cob Spicy (m1596),"{'Beverage', 'Side'}"
1596,Creamed Spinach Deluxe (m1597),{'Side'}
1597,Chicken Noodle Soup (m1598),"{'Soup', 'Beverage', 'Dessert'}"
1598,Tuna Tartare (m1599),{'Appetizer'}
1599,English Muffin Spicy (m1600),{'Breakfast Item'}
1600,Lamb Chops Premium (m1601),"{'Main Course', 'Soup', 'Salad'}"
1601,Nicoise Salad Deluxe (m1602),"{'Salad', 'Appetizer'}"
1602,Chicken Enchiladas Light (m1603),"{'Main Course', 'Beverage'}"
1603,Custard Mild (m1604),"{'Appetizer', 'Breakfast Item', 'Dessert'}"
1604,Cobbler Premium (m1605),{'Dessert'}
1605,Strawberry Smoothie Classic (m1606),{'Beverage'}
1606,Beef Steak (m1607),"{'Main Course', 'Soup'}"
1607,Vanilla Latte Premium (m1608),"{'Soup', 'Beverage', 'Side'}"
1608,Waffles Classic (m1609),{'Breakfast Item'}
1609,Lentil Soup Deluxe (m1610),"{'Salad', 'Soup'}"
1610,Meatball Sub Light (m1611),{'Main Course'}
1611,Roasted Carrots Classic (m1612),"{'Soup', 'Breakfast Item', 'Side'}"
1612,Burger Premium (m1613),{'Main Course'}
1613,Fish Tacos Light (m1614),{'Main Course'}
1614,Beef Stew (m1615),"{'Soup', 'Breakfast Item'}"
1615,Coconut Water Light (m1616),"{'Salad', 'Soup', 'Beverage'}"
1616,Custard Spicy (m1617),{'Dessert'}
1617,Samosas Light (m1618),{'Appetizer'}
1618,Jalapeño Poppers Deluxe (m1619),{'Appetizer'}
1619,Fruit Smoothie Bowl Premium (m1620),"{'Breakfast Item', 'Dessert'}"
1620,Chicken Tortilla Soup Classic (m1621),"{'Soup', 'Dessert', 'Side'}"
1621,Kale Salad Classic (m1622),"{'Salad', 'Main Course'}"
1622,Eggs Benedict Deluxe (m1623),"{'Breakfast Item', 'Appetizer'}"
1623,Beef Lo Mein Premium (m1624),"{'Soup', 'Main Course', 'Breakfast Item'}"
1624,Omelet Deluxe (m1625),{'Breakfast Item'}
1625,Toast Classic (m1626),"{'Breakfast Item', 'Dessert'}"
1626,Arugula Salad (m1627),{'Salad'}
1627,Clam Chowder Mild (m1628),{'Soup'}
1628,Caprese Salad Premium (m1629),"{'Salad', 'Breakfast Item'}"
1629,Toast Deluxe (m1630),"{'Main Course', 'Breakfast Item'}"
1630,Rice Pudding Spicy (m1631),{'Dessert'}
1631,Crepes Mild (m1632),{'Breakfast Item'}
1632,Red Velvet Cake Special (m1633),"{'Main Course', 'Dessert'}"
1633,Vegetable Soup Deluxe (m1634),"{'Soup', 'Appetizer'}"
1634,Deviled Eggs Deluxe (m1635),"{'Side', 'Breakfast Item', 'Appetizer'}"
1635,Mozzarella Sticks Spicy (m1636),"{'Salad', 'Dessert', 'Appetizer'}"
1636,Chocolate Cake Classic (m1637),{'Dessert'}
1637,Chicken Parmesan Light (m1638),{'Main Course'}
1638,Couscous Classic (m1639),"{'Main Course', 'Beverage', 'Side'}"
1639,Water Spicy (m1640),{'Beverage'}
1640,Strawberry Shortcake Light (m1641),"{'Soup', 'Dessert'}"
1641,Parfait Spicy (m1642),"{'Side', 'Dessert'}"
1642,Rice Pudding Deluxe (m1643),{'Dessert'}
1643,Spinach Salad (m1644),{'Salad'}
1644,Garlic Bread Special (m1645),"{'Breakfast Item', 'Side'}"
1645,Crepes Light (m1646),"{'Salad', 'Breakfast Item'}"
1646,Baked Beans Mild (m1647),{'Side'}
1647,Breakfast Potatoes Light (m1648),"{'Main Course', 'Breakfast Item', 'Side'}"
1648,Ratatouille Premium (m1649),{'Side'}
1649,Fried Pickles Classic (m1650),{'Appetizer'}
1650,Cinnamon Roll Light (m1651),"{'Salad', 'Breakfast Item', 'Beverage'}"
1651,Kale Salad Premium (m1652),{'Salad'}
1652,Gazpacho Mild (m1653),"{'Side', 'Soup', 'Dessert'}"
1653,Corn on the Cob Deluxe (m1654),{'Side'}
1654,Hot Tea Premium (m1655),{'Beverage'}
1655,Chicken Salad Classic (m1656),"{'Salad', 'Breakfast Item', 'Main Course'}"
1656,Coffee Classic (m1657),"{'Beverage', 'Side'}"
1657,Tomato Soup Classic (m1658),"{'Soup', 'Appetizer'}"
1658,Fish Tacos Special (m1659),"{'Main Course', 'Beverage'}"
1659,Strawberry Shortcake Premium (m1660),"{'Appetizer', 'Dessert'}"
1660,Mango Juice (m1661),{'Beverage'}
1661,Chicken Tortilla Soup Classic (m1662),"{'Salad', 'Soup', 'Side'}"
1662,Sushi Roll Spicy (m1663),{'Main Course'}
1663,Pho Light (m1664),"{'Soup', 'Beverage'}"
1664,Split Pea Soup Deluxe (m1665),{'Soup'}
1665,Pancakes Deluxe (m1666),"{'Side', 'Breakfast Item', 'Appetizer'}"
1666,Creamed Spinach (m1667),"{'Dessert', 'Side'}"
1667,Veggie Burger Special (m1668),{'Main Course'}
1668,Chicken Tikka Masala Mild (m1669),{'Main Course'}
1669,Onion Rings Spicy (m1670),"{'Beverage', 'Side'}"
1670,Hot Chocolate Premium (m1671),{'Beverage'}
1671,Chicken Skewers Classic (m1672),"{'Main Course', 'Appetizer'}"
1672,Yogurt Premium (m1673),"{'Breakfast Item', 'Side'}"
1673,Macarons Mild (m1674),{'Dessert'}
1674,Oat Milk Deluxe (m1675),{'Beverage'}
1675,Asparagus Deluxe (m1676),{'Side'}
1676,Stuffed Mushrooms Special (m1677),"{'Breakfast Item', 'Appetizer'}"
1677,Custard (m1678),{'Dessert'}
1678,Vegetable Soup Premium (m1679),"{'Soup', 'Side'}"
1679,Chicken Noodle Soup (m1680),{'Soup'}
1680,Breakfast Tacos Deluxe (m1681),"{'Soup', 'Breakfast Item', 'Side'}"
1681,Matcha Latte Premium (m1682),"{'Salad', 'Beverage'}"
1682,Chicken Noodle Soup Deluxe (m1683),{'Soup'}
1683,Fish Curry Special (m1684),"{'Main Course', 'Salad'}"
1684,Danish Premium (m1685),"{'Main Course', 'Breakfast Item'}"
1685,Peach Tea Mild (m1686),"{'Soup', 'Beverage'}"
1686,Flan (m1687),{'Dessert'}
1687,Pad Thai Deluxe (m1688),"{'Main Course', 'Dessert'}"
1688,Fruit Tart Deluxe (m1689),"{'Main Course', 'Dessert'}"
1689,Scone Mild (m1690),{'Breakfast Item'}
1690,Burger Light (m1691),"{'Main Course', 'Side'}"
1691,Fruit Punch Special (m1692),"{'Beverage', 'Appetizer'}"
1692,Ice Cream Spicy (m1693),"{'Salad', 'Dessert'}"
1693,Pasta Salad Classic (m1694),{'Salad'}
1694,Stuffed Peppers Mild (m1695),{'Appetizer'}
1695,Cheese Platter Deluxe (m1696),{'Appetizer'}
1696,Brownies Spicy (m1697),{'Dessert'}
1697,Ratatouille Spicy (m1698),{'Side'}
1698,Clams Casino Premium (m1699),{'Appetizer'}
1699,Tuna Tartare Special (m1700),"{'Main Course', 'Appetizer'}"
1700,Chef Salad Deluxe (m1701),{'Salad'}
1701,Almond Milk Classic (m1702),"{'Main Course', 'Beverage'}"
1702,Chicken Skewers Light (m1703),{'Appetizer'}
1703,Cola Classic (m1704),"{'Beverage', 'Side'}"
1704,Bagel Spicy (m1705),"{'Salad', 'Breakfast Item', 'Main Course'}"
1705,Corn on the Cob Spicy (m1706),"{'Soup', 'Side'}"
1706,Sautéed Mushrooms Special (m1707),{'Side'}
1707,Cappuccino Light (m1708),"{'Salad', 'Beverage', 'Side'}"
1708,Pasta Carbonara Deluxe (m1709),"{'Main Course', 'Breakfast Item'}"
1709,Tomato Soup Mild (m1710),{'Soup'}
1710,Pepsi Special (m1711),"{'Breakfast Item', 'Beverage'}"
1711,Fruit Punch Light (m1712),"{'Beverage', 'Side'}"
1712,Lentil Soup (m1713),"{'Soup', 'Beverage', 'Side'}"
1713,Chocolate Mousse Special (m1714),"{'Soup', 'Dessert'}"
1714,Chicken Shawarma Deluxe (m1715),{'Main Course'}
1715,Chicken Rice Soup (m1716),{'Soup'}
1716,Gelato Light (m1717),"{'Breakfast Item', 'Dessert'}"
1717,Hash Browns Classic (m1718),"{'Dessert', 'Side'}"
1718,Cobbler Mild (m1719),"{'Soup', 'Dessert'}"
1719,Carrot Cake (m1720),"{'Breakfast Item', 'Dessert'}"
1720,Garden Salad Special (m1721),"{'Salad', 'Main Course'}"
1721,Roasted Vegetables Special (m1722),{'Side'}
1722,Samosas Light (m1723),"{'Side', 'Appetizer'}"
1723,Tuna Tartare Mild (m1724),"{'Salad', 'Appetizer'}"
1724,Chef Salad Classic (m1725),{'Salad'}
1725,Scone Premium (m1726),{'Breakfast Item'}
1726,Carrot Ginger Soup Premium (m1727),"{'Main Course', 'Soup'}"
1727,Shrimp Salad Light (m1728),{'Salad'}
1728,Roasted Carrots Classic (m1729),"{'Main Course', 'Side'}"
1729,Tater Tots Classic (m1730),{'Side'}
1730,Pork Schnitzel Premium (m1731),"{'Main Course', 'Soup', 'Appetizer'}"
1731,Chef Salad Special (m1732),{'Salad'}
1732,Caprese Salad Deluxe (m1733),{'Appetizer'}
1733,Key Lime Pie Premium (m1734),{'Dessert'}
1734,Arugula Salad Special (m1735),"{'Salad', 'Beverage'}"
1735,BBQ Chicken Special (m1736),{'Main Course'}
1736,Ratatouille Mild (m1737),"{'Appetizer', 'Side'}"
1737,Apple Juice Classic (m1738),{'Beverage'}
1738,Falafel Wrap Deluxe (m1739),"{'Main Course', 'Breakfast Item'}"
1739,Orange Juice Spicy (m1740),{'Beverage'}
1740,Beef Stew Light (m1741),{'Soup'}
1741,Tomato Soup Premium (m1742),"{'Main Course', 'Soup', 'Side'}"
1742,Shrimp Cocktail Mild (m1743),"{'Salad', 'Beverage', 'Appetizer'}"
1743,Matcha Latte (m1744),"{'Beverage', 'Side'}"
1744,Churros Premium (m1745),{'Dessert'}
1745,Pumpkin Soup Light (m1746),{'Soup'}
1746,Chicken Souvlaki Light (m1747),{'Main Course'}
1747,Sautéed Mushrooms (m1748),{'Side'}
1748,Pudding Premium (m1749),{'Dessert'}
1749,Lamb Kebab Classic (m1750),"{'Main Course', 'Soup', 'Side'}"
1750,Yams Deluxe (m1751),"{'Dessert', 'Side'}"
1751,Ramen (m1752),"{'Salad', 'Soup'}"
1752,Crème Brûlée Spicy (m1753),"{'Breakfast Item', 'Dessert'}"
1753,Pepsi Light (m1754),"{'Main Course', 'Beverage'}"
1754,Roasted Vegetables Mild (m1755),{'Side'}
1755,Fish Tacos Mild (m1756),{'Main Course'}
1756,Water Spicy (m1757),{'Beverage'}
1757,Potato Salad (m1758),"{'Salad', 'Soup'}"
1758,Cookies Deluxe (m1759),"{'Appetizer', 'Beverage', 'Dessert'}"
1759,Croissant Mild (m1760),"{'Salad', 'Breakfast Item', 'Appetizer'}"
1760,Carrot Ginger Soup Spicy (m1761),"{'Soup', 'Dessert'}"
1761,Danish Mild (m1762),{'Breakfast Item'}
1762,Couscous Light (m1763),{'Side'}
1763,Roasted Vegetables Mild (m1764),"{'Soup', 'Side'}"
1764,Creamed Spinach Classic (m1765),"{'Salad', 'Breakfast Item', 'Side'}"
1765,Pumpkin Soup Special (m1766),{'Soup'}
1766,Jalapeño Poppers Mild (m1767),{'Appetizer'}
1767,Roast Turkey Classic (m1768),{'Main Course'}
1768,Pork Fried Rice Special (m1769),{'Main Course'}
1769,Chicken Salad Deluxe (m1770),"{'Salad', 'Side'}"
1770,Broccoli Cheddar Soup (m1771),"{'Side', 'Soup', 'Appetizer'}"
1771,Spinach Artichoke Dip Mild (m1772),"{'Salad', 'Main Course', 'Appetizer'}"
1772,Vegetable Soup Spicy (m1773),{'Soup'}
1773,Tuna Salad Spicy (m1774),{'Salad'}
1774,Samosas Spicy (m1775),"{'Salad', 'Main Course', 'Appetizer'}"
1775,Samosas Mild (m1776),{'Appetizer'}
1776,Quiche Classic (m1777),{'Breakfast Item'}
1777,Mediterranean Salad Light (m1778),"{'Salad', 'Dessert'}"
1778,Grilled Zucchini Classic (m1779),{'Side'}
1779,Fish Tacos Classic (m1780),{'Main Course'}
1780,Herbal Tea Classic (m1781),{'Beverage'}
1781,Milk Premium (m1782),"{'Soup', 'Beverage'}"
1782,Pork Chops Spicy (m1783),{'Main Course'}
1783,Falafel Wrap Deluxe (m1784),{'Main Course'}
1784,Broccoli Cheddar Soup Special (m1785),"{'Soup', 'Appetizer'}"
1785,Chicken Quesadilla Mild (m1786),"{'Main Course', 'Side'}"
1786,Cheesecake Special (m1787),{'Dessert'}
1787,Sprite Classic (m1788),"{'Beverage', 'Appetizer'}"
1788,Oysters Special (m1789),"{'Breakfast Item', 'Dessert', 'Appetizer'}"
1789,Pumpkin Soup Deluxe (m1790),{'Soup'}
